,,taxonID,scientificName,plotID,Easting,Northing,indvidualID,pointID,stem_distance,stem_azimuth,basalDiameter_cm,90degBasalDiameter_cm,diameterBreastHeight_cm,diameterBreastHeight_Height_cm,canopyDiameterMax_m,90degCanopyDiameter_m,canopyHeight_VD1,canopyHeight_VD2,stemRemarks,unknownID,stemStatus,canopyForm,living_percent,canopyInPlot_percent,healthStatus,materialSampleID,qf_DBH,qf_stemMap
1134,1134,PIPO,Pinus ponderosa,SOAP143,299836.2,4100409,1152,center,12.1,218.4,0,0,1.1,130,0.5,0.4,0.7,0,,481,NA,,0,100,dead,,0,0
1135,1135,PIPO,Pinus ponderosa,SOAP43,297058.1,4100715.5,570,center,8.3,193.4,0,0,13.3,130,0,0,2.7,0,,9,NA,,0,100,dead w no branches top snapped,,0,0
1136,1136,PIPO,Pinus ponderosa,SOAP139,297041.7,4100095.3,391,center,9.2,286.5,0,0,0.8,130,0.2,0.3,0.9,0,,414,NA,,100,100,,,0,0
1137,1137,PIPO,Pinus ponderosa,SOAP63,299823.1,4101024.7,887,center,9.2,79.8,0,0,17.3,130,2.4,2.7,14.7,-1.8,,197,NA,,100,100,,,0,1
1138,1138,PIPO,Pinus ponderosa,SOAP331,297045.7,4100599.5,557,center,9.3,275.8,0,0,72.1,130,7.6,6.5,37.7,-1.5,,979,NA,,100,100,,,0,0
1139,1139,PIPO,Pinus ponderosa,SOAP63,299814,4101026.2,889,center,3.1,358.9,0,0,23.6,130,4.4,3.4,16.7,-2.5,,199,NA,,100,100,,,0,0
1140,1140,PIPO,Pinus ponderosa,SOAP299,297498.2,4100700.5,206,center,6.9,8.8,0,0,64.1,130,9.1,6.8,25.7,-2.9,,845,NA,,100,100,,,0,0
1141,1141,PIPO,Pinus ponderosa,SOAP299,297489.8,4100693.9,211,center,7.4,272.1,0,0,57.5,130,7.5,7.1,25.8,-3,,850,NA,,100,100,,,0,0
1142,1142,PIPO,Pinus ponderosa,SOAP331,297056,4100593.2,452,center,5.5,168.9,0,0,1,10,0.3,0.3,0.9,0,,874,NA,,100,100,,,0,0
1143,1143,PIPO,Pinus ponderosa,SOAP63,299807.2,4101018.1,812,SW,6.4,39.7,0,0,12.8,130,1.8,1.1,13.5,-2.7,,122,NA,,100,100,"sick, needles browning",,0,0
1144,1144,PIPO,Pinus ponderosa,SOAP63,299807.3,4101022.4,822,SW,10.1,24.4,0,0,50.8,130,6.8,6.6,28.8,-4.2,,132,NA,,100,100,,,0,0
1145,1145,PIPO,Pinus ponderosa,SOAP63,299816.8,4101018.8,830,center,5.1,147,0,0,26.8,130,1.7,1.2,19.2,-4.1,,140,NA,,0,100,dead w branches,,0,0
1146,1146,PIPO,Pinus ponderosa,SOAP95,298712.5,4100852.5,709,NE,6.1,193,0,0,32.5,130,4.7,4.2,27.6,0.4,,272,NA,,100,100,,,0,1
1147,1147,PIPO,Pinus ponderosa,SOAP299,297503.2,4100700.6,204,center,9.2,41.5,0,0,48.5,130,7.2,6,33.2,2,,843,NA,,100,100,,,0,0
1148,1148,PIPO,Pinus ponderosa,SOAP63,299809.8,4101025,911,center,4.7,294.7,0,0,21.1,130,2.8,2.4,14.1,-1.3,,221,NA,,100,100,,,0,0
1149,1149,PIPO,Pinus ponderosa,SOAP299,297490.8,4100696.4,210,center,6.9,293.2,0,0,46.8,130,6.2,5,25,-2.3,,849,NA,,100,100,,,0,0
1150,1150,PIPO,Pinus ponderosa,SOAP187,297537.1,4100543.2,246,center,7.4,151.5,0,0,16.3,130,2.9,2.7,6.7,-1.1,,600,NA,,100,100,,,0,1
1151,1151,PIPO,Pinus ponderosa,SOAP187,297539.8,4100541.3,247,center,10.5,143.6,0,0,8.8,130,4.7,4,9.7,-0.5,,601,NA,,100,100,,,0,1
1152,1152,PIPO,Pinus ponderosa,SOAP95,298701.9,4100847.9,662,center,1.6,184.1,0,0,45.9,130,7.4,5.1,26.2,-1.3,,225,NA,,100,100,,,0,0
1153,1153,PIPO,Pinus ponderosa,SOAP63,299823.7,4101020.4,843,SE,6.3,359.1,0,0,20.5,130,0.8,0.6,3.4,-2.6,top snapped,153,NA,,0,100,dead w barely  branches,,0,1
1154,1154,PIPO,Pinus ponderosa,SOAP255,300145.6,4101376.5,1272,center,2.7,134,0,0,22.5,130,4.1,2.4,14.7,-3.2,,739,NA,,100,100,,,0,0
1155,1155,PIPO,Pinus ponderosa,SOAP255,300145.9,4101387.4,1294,center,9.3,13.8,0,0,6.5,130,2.4,1.5,4.4,0,,761,NA,,100,100,,,0,0
1156,1156,PIPO,Pinus ponderosa,SOAP143,299843.1,4100424.1,1227,center,5.6,353.7,0,0,5.1,130,2.2,1.7,3.2,0,,556,NA,,100,100,,,0,0
1157,1157,PIPO,Pinus ponderosa,SOAP95,298708,4100843.6,697,center,8.4,134.4,0,0,26.6,130,3.8,3.2,20.7,-0.5,,260,NA,,100,100,,,0,0
1176,1176,PREM,Prunus emarginata,SOAP991,299154.5,4101479.2,952,SE,8.4,348.7,0,0,1.4,10,0.4,0.3,1.1,0,,1028,NA,Cylinder,100,100,,,0,0
1177,1177,QUCH2,Quercus chrysolepis,SOAP63,299823.4,4101031.1,876,center,12.3,49.5,0,0,6.4,130,3.6,3.2,0.2,-3.6,,186,NA,,100,100,,,0,1
1178,1178,QUCH2,Quercus chrysolepis,SOAP139,297055.5,4100098.4,355,center,7.6,41.2,0,0,5.5,30,1.6,1.3,1.7,0,main stem dead,378,NA,,30,100,,,0,1
1179,1179,QUCH2,Quercus chrysolepis,SOAP223,299299.6,4101471.1,1003,SE,8.1,328.3,0,0,107.9,10,10.1,9.5,4.3,-3.9,huge root burl same root as 1004 lots of suckers not mapped. this measured stem splits into 3 30-40cmcm boles at 20-40cm,682,NA,,100,100,,f119,0,0
1180,1180,QUCH2,Quercus chrysolepis,SOAP139,297052.6,4100095.1,370,center,3.2,41,0,0,5.8,130,2.9,3.2,2.8,-1.8,370-372 share roots,393,NA,,100,100,,,0,0
1181,1181,QUCH2,Quercus chrysolepis,SOAP255,300136.9,4101385.7,1326,center,10,316.9,0,0,2.7,10,1.7,1.1,1.2,0,,793,NA,,100,100,,,0,0
1182,1182,QUCH2,Quercus chrysolepis,SOAP299,297492.7,4100702.7,209,center,10.1,333.9,24,22,NA,130,3,2.4,2.4,0,,848,NA,Sphere,100,100,,,0,0
1183,1183,QUCH2,Quercus chrysolepis,SOAP1695,299174,4100964.7,170,center,5.1,273.9,0,0,2.5,10,1.3,0.9,1.7,0,,1229,NA,Cone,100,100,,,0,0
1184,1184,QUCH2,Quercus chrysolepis,SOAP63,299815.1,4101027.7,860,center,4.7,12.4,0,0,0.8,0.8,0.7,0,0.9,0,,170,NA,Cone,100,100,,,0,0
1185,1185,QUCH2,Quercus chrysolepis,SOAP299,297493.2,4100691.3,193,center,4.6,239.5,0,0,1.3,10,0.9,0.6,1,0,,832,NA,Sphere,100,100,,,0,0
1186,1186,QUCH2,Quercus chrysolepis,SOAP139,297061.9,4100095.2,354,NE,4.5,223.4,50,58,NA,130,2.6,2.6,2.6,0,12 stem copice,377,NA,Sphere,100,100,,,0,1
1187,1187,QUCH2,Quercus chrysolepis,SOAP139,297058.7,4100096.5,353,center,9.1,64.8,50,30,NA,130,1.1,1.3,1.7,0,5 stems,376,NA,,100,100,,,0,1
1188,1188,QUCH2,Quercus chrysolepis,SOAP95,298711.8,4100853,726,center,10.4,70.1,0,0,0.8,10,0.6,0.3,0.6,0,,289,NA,,100,100,,,0,0
1189,1189,QUCH2,Quercus chrysolepis,SOAP223,299296.5,4101470.2,987,center,4.3,148.2,0,0,1.2,10,1,70,1.5,0,,666,NA,Cone,90,100,,,0,0
1190,1190,QUCH2,Quercus chrysolepis,SOAP1695,299171.2,4100968,182,center,8.7,294.4,0,0,6.1,130,2.6,1.6,2.2,-1.4,182-183 share root,1241,NA,,100,100,,,0,0
1191,1191,QUCH2,Quercus chrysolepis,SOAP331,297057.5,4100605,530,center,6.9,21.6,0,0,17.9,130,5.7,5.5,5.3,-1.2,,952,NA,,100,100,,,0,0
1192,1192,QUCH2,Quercus chrysolepis,SOAP255,300148.7,4101377.1,1263,center,5.2,104.2,20,9,NA,130,1.8,1.6,2.3,0,10 stems,730,NA,,100,100,,,0,0
1193,1193,QUCH2,Quercus chrysolepis,SOAP1695,299175.3,4100960.3,86,center,5.6,223.5,3,4,0,0,60,4,2.2,0,cone 0 live,1145,snag no branches,NA,NA,NA,NA,NA,0,0
1194,1194,QUCH2,Quercus chrysolepis,SOAP223,299296.7,4101469.8,985,center,4.8,149,0,0,31.2,10,4.6,4.2,1.7,-3.1,splits in 2 at 25cm,664,NA,,100,100,,f120,0,0
1195,1195,QUCH2,Quercus chrysolepis,SOAP139,297052.8,4100094.6,373,center,3,49.8,10,18,NA,130,1.6,1.4,1.5,0,5 stem copice,396,NA,,100,100,,,0,0
1196,1196,QUCH2,Quercus chrysolepis,SOAP1695,299185.1,4100973.9,125,NE,4.1,267.3,0,0,1.1,10,0.8,0.7,1,0,,1184,NA,Sphere,100,100,sapling,,0,0
1197,1197,QUCH2,Quercus chrysolepis,SOAP139,297055.6,4100085.9,329,center,8.5,142.9,30,20,NA,130,1.9,1.2,2,0,3 stems,352,NA,Sphere,100,100,,,0,1
1198,1198,QUCH2,Quercus chrysolepis,SOAP1695,299171.2,4100963.7,100,center,7.9,264.8,0,0,3.7,10,1.6,1,1.9,0,,1159,,NA,NA,NA,NA,NA,0,0
1199,1199,QUCH2,Quercus chrysolepis,SOAP255,300146.7,4101377.9,1280,center,3,99,0,0,10.4,130,3.8,3.7,4.7,-1.1,,747,NA,,100,100,,,0,0
1200,1200,QUCH2,Quercus chrysolepis,SOAP1695,299171.1,4100968,183,center,8.8,294.5,0,0,1.4,10,1.1,0.7,0.7,0,,1242,NA,Sphere,100,100,,,0,0
1201,1201,QUCH2,Quercus chrysolepis,SOAP223,299301.8,4101468.1,1006,SE,4.4,332.6,4,3,NA,130,0.6,0.5,0.5,0,4 stems,685,NA,,100,100,,,0,0
1202,1202,QUCH2,Quercus chrysolepis,SOAP255,300136.4,4101380.6,1341,center,7.6,287.6,0,0,14.1,130,5.2,3.5,4.4,-4.1,leaner,808,NA,,100,100,,,0,0
1203,1203,QUCH2,Quercus chrysolepis,SOAP1695,299176,4100959.5,87,center,5.8,212,0,0,1.7,10,1.4,1,1,0,hemi 85 live,1146,,NA,NA,NA,NA,NA,0,0
1204,1204,QUCH2,Quercus chrysolepis,SOAP1695,299172.3,4100967.8,186,center,7.6,296.8,22,12,NA,130,1.8,1.3,1.6,0,6 stems,1245,NA,Sphere,100,100,,,0,0
1205,1205,QUCH2,Quercus chrysolepis,SOAP1695,299172.3,4100959.8,93,SW,5.8,33.8,0,0,40.8,41,7,7,6.4,0,,1152,90-94 same root,NA,NA,NA,NA,NA,0,0
1206,1206,QUCH2,Quercus chrysolepis,SOAP1695,299178.2,4100971.8,148,center,7.5,353.2,12,12,NA,130,2.3,2,1.4,0,5 stems,1207,NA,Sphere,70,100,,,0,0
1207,1207,QUCH2,Quercus chrysolepis,SOAP139,297034.8,4100089.1,312,SW,5.4,9,0,0,1.7,10,1,1.2,1.8,0,,335,NA,,100,100,,,0,0
1208,1208,QUCH2,Quercus chrysolepis,SOAP95,298696.5,4100856.2,764,center,8.7,320.5,0,0,0.8,10,0.4,0.3,0.7,0,,327,NA,,100,100,,,0,0
1209,1209,QUCH2,Quercus chrysolepis,SOAP1695,299175.5,4100965.6,163,center,3.8,288.9,0,0,3.6,10,1.3,1.4,1.8,0,,1222,NA,Cone,100,100,,,0,0
1210,1210,QUCH2,Quercus chrysolepis,SOAP1695,299176.7,4100967,162,center,3.6,317.9,0,0,3.4,10,1.4,1.1,0.9,-0.9,,1221,NA,Cylinder,100,100,,,0,0
1211,1211,QUCH2,Quercus chrysolepis,SOAP95,298708.6,4100857.6,723,center,10.5,39.1,8,3,NA,130,0.7,0.5,0.5,0,3 stems,286,NA,,100,100,,,0,0
1212,1212,QUCH2,Quercus chrysolepis,SOAP1695,299160.3,4101025.5,140,center,64,342.9,0,0,30.3,130,3.3,4.7,9.1,-0.2,140-146 all from same huge root burl,1199,NA,,80,100,top 20% dead,f147,0,1
1213,1213,QUCH2,Quercus chrysolepis,SOAP255,300139.2,4101382.8,1324,center,6.3,314.4,0,0,8,130,3.3,3.1,1.2,-3.8,,791,NA,,100,100,,,0,0
1214,1214,QUCH2,Quercus chrysolepis,SOAP1695,299174.5,4100964.8,169,center,4.6,274.9,0,0,23.3,130,4.2,3.6,4.5,-0.5,169-171 share root,1228,NA,,85,100,main bole dead at top,,0,0
1215,1215,QUCH2,Quercus chrysolepis,SOAP255,300153.1,4101375,1259,SE,7.7,356.2,0,0,8.8,130,3.9,3.5,2.8,-1.9,,726,NA,,100,100,,,0,0
1216,1216,QUCH2,Quercus chrysolepis,SOAP1695,299177,4100968,147,center,4.2,330,0,0,5.8,130,3.8,2.7,2.1,-1.8,,1206,NA,,100,100,,,0,0
1217,1217,QUCH2,Quercus chrysolepis,SOAP139,297059.6,4100086.4,334,center,11,124.7,30,30,NA,130,2.1,2.4,2.1,0,3 stem copice,357,NA,,100,100,,,0,1
1218,1218,QUCH2,Quercus chrysolepis,SOAP1695,299171.6,4100967.4,184,center,8.1,292.1,0,0,5,130,2.5,2,1.5,-1.4,184-185 same root,1243,NA,,100,100,,,0,0
1219,1219,QUCH2,Quercus chrysolepis,SOAP223,299303.1,4101466.4,1011,SE,2.3,342.3,8,3,NA,130,1.8,1.5,1.3,0,2 stems,690,NA,Hemisphere,95,100,,,0,0
1220,1220,QUCH2,Quercus chrysolepis,SOAP255,300151.1,4101373.5,1261,SE,6.6,337.9,0,0,2.3,10,1.3,1.1,1.6,0,,728,NA,Cone,100,100,,,0,0
1221,1221,QUCH2,Quercus chrysolepis,SOAP1695,299179.1,4100964.4,97,center,0,0,0,0,50.1,30,6.1,6,7.8,0,,1156,trunk splits in 2 at 40,NA,NA,NA,NA,NA,0,0
1222,1222,QUCH2,Quercus chrysolepis,SOAP63,299823,4101026.4,882,center,9.5,69.7,23,18,NA,130,3.9,2.3,1.7,0,4 stems,192,NA,Sphere,100,100,,,0,0
1223,1223,QUCH2,Quercus chrysolepis,SOAP223,299299.2,4101467.5,1002,SE,5.7,305.6,0,0,27.7,10,5.7,5.5,4.4,-2.5,splits in 2 at 30cm,681,NA,,100,100,,f121,0,0
1224,1224,QUCH2,Quercus chrysolepis,SOAP255,300152.7,4101367.5,1255,SE,0.9,280.3,6,2,NA,130,0.6,0.3,1,0,2 stems,722,NA,Cylinder,100,100,,,0,1
1225,1225,QUCH2,Quercus chrysolepis,SOAP63,299822.4,4101031,872,center,11.5,46.2,0,0,1.3,10,1,0.8,1.2,0,,182,NA,,100,100,,,0,0
1226,1226,QUCH2,Quercus chrysolepis,SOAP139,297052.3,4100094.8,371,center,2.8,40.3,0,0,5.5,130,2.3,1.8,2.5,-1.8,6 trunk sprouts,394,NA,,100,100,"main stem w few leaves, not healthy",,0,0
1227,1227,QUCH2,Quercus chrysolepis,SOAP139,297052,4100095.2,372,center,2.9,30.1,14,18,NA,130,1.5,1.3,1.3,0,4 stems,395,NA,,100,100,,,0,0
1228,1228,QUCH2,Quercus chrysolepis,SOAP223,299298,4101468.3,990,center,6.7,146,0,0,11.4,130,3.1,2.8,2.5,-2.1,,669,NA,,100,100,,,0,0
1229,1229,QUCH2,Quercus chrysolepis,SOAP223,299302.2,4101469.4,1005,SE,5.5,342.4,0,0,4.5,10,2.5,2.6,2.4,0,,684,NA,,100,100,,,0,0
1230,1230,QUCH2,Quercus chrysolepis,SOAP1695,299174.3,4100968.6,159,center,6.4,311.2,16,11,NA,130,1.8,2.1,1.1,-1.6,4 stems,1218,NA,Cone,100,100,,,0,0
1231,1231,QUCH2,Quercus chrysolepis,SOAP255,300146.3,4101369.5,1248,center,9.2,163.4,9,3,NA,130,1.2,0.7,1.4,0,3 stems,715,NA,,100,100,,,0,0
1232,1232,QUCH2,Quercus chrysolepis,SOAP95,298701.4,4100855.3,734,center,5.8,354.3,0,0,0.8,10,0.4,0.3,0.8,0,,297,NA,,100,100,,,0,0
1233,1233,QUCH2,Quercus chrysolepis,SOAP139,297052.1,4100099,362,center,6.5,14.1,0,0,3.5,130,2.2,1.7,2.9,0,,385,NA,,100,100,,,0,0
1234,1234,QUCH2,Quercus chrysolepis,SOAP63,299816.9,4101026.4,856,center,4.4,40.2,0,0,1.1,10,0.5,0.4,0.7,0,,166,NA,,100,100,,,0,0
1235,1235,QUCH2,Quercus chrysolepis,SOAP331,297057.5,4100599.1,524,center,2.6,78.1,0,0,5.7,10,1.9,1.8,2.2,0,,946,NA,,100,100,,,0,0
1236,1236,QUCH2,Quercus chrysolepis,SOAP139,297051.9,4100096.4,367,center,4,20.4,0,0,13.8,130,5.9,5,6.8,-1.4,367-369 share root,390,NA,,100,100,,,0,0
1237,1237,QUCH2,Quercus chrysolepis,SOAP223,299295.7,4101477.9,1015,center,4.3,19.6,0,0,17.2,30,4.3,3.4,2.9,-2.6,splits in 2 at 50cm,694,NA,,100,100,,,0,0
1238,1238,QUCH2,Quercus chrysolepis,SOAP1695,299176,4100966.9,161,center,4,309,0,0,7.7,130,2.6,1.9,4.2,-0.6,,1220,NA,,100,100,,,0,0
1239,1239,QUCH2,Quercus chrysolepis,SOAP95,298704.6,4100858.8,724,center,9.7,15.6,0,0,2.7,10,0.7,0.7,1.8,0,,287,NA,,100,100,,,0,0
1240,1240,QUCH2,Quercus chrysolepis,SOAP1695,299176.1,4100959.1,88,center,6.1,210.1,0,0,17.7,1.3,4.9,5,5.7,0,90 live,1147,,NA,NA,NA,NA,NA,0,0
1241,1241,QUCH2,Quercus chrysolepis,SOAP1695,299176.6,4100970.3,142,center,6.4,336.9,0,0,8.9,130,3.2,2.9,3.7,-0.2,,1201,NA,,100,100,,,0,0
1242,1242,QUCH2,Quercus chrysolepis,SOAP63,299803.9,4101018.2,809,SW,5.1,8.8,21,25,NA,130,2.1,1.9,1.4,0,7 stems,119,NA,Cone,100,100,,,0,0
1243,1243,QUCH2,Quercus chrysolepis,SOAP1695,299173.5,4100960.8,89,center,6.6,237.6,14,5,0,0,2.9,1,1.3,0,cone 70 live,1148,2 shrubby stems,NA,NA,NA,NA,NA,0,0
1244,1244,QUCH2,Quercus chrysolepis,SOAP1695,299176.1,4100970.6,145,center,6.9,334,0,0,2,10,1.4,0.9,1,0,,1204,NA,,100,100,,,0,0
1245,1245,QUCH2,Quercus chrysolepis,SOAP1695,299178.1,4100968.1,144,center,3.9,344.6,0,0,2.8,130,1.4,0.4,1.7,0,,1203,NA,,100,100,,,0,0
1246,1246,QUCH2,Quercus chrysolepis,SOAP1695,299176.4,4100969.9,146,center,6.2,333.8,0,0,4,0.5,1.2,1.1,1.1,0,,1205,NA,,100,100,,,0,0
1247,1247,QUCH2,Quercus chrysolepis,SOAP255,300151.8,4101385.6,1288,center,10.9,48.1,18,6,NA,130,1.9,1.8,2,0,3 stems,755,NA,Sphere,100,100,,,0,0
1248,1248,QUCH2,Quercus chrysolepis,SOAP1695,299174.5,4100957.6,95,center,8.2,214.3,0,0,4.3,130,4,3,4.4,0,,1154,,NA,NA,NA,NA,NA,0,0
1249,1249,QUCH2,Quercus chrysolepis,SOAP223,299298.4,4101466.9,997,center,8.1,149.2,4,3,NA,130,1.9,1,1.4,0,4 stems,676,NA,Cone,95,100,,,0,0
1250,1250,QUCH2,Quercus chrysolepis,SOAP1695,299173.8,4100961.9,96,center,5.9,245.2,12.8,42,0,0,4.1,5,5,0,,1155,,NA,NA,NA,NA,NA,0,0
1251,1251,QUCH2,Quercus chrysolepis,SOAP255,300137.2,4101383.2,1335,NW,4.6,138,0,0,15.6,130,7.8,3.6,4.7,-4.2,extreme leaner,802,NA,,100,100,,,0,0
1252,1252,QUCH2,Quercus chrysolepis,SOAP1695,299177,4100972.2,139,center,8.1,344.7,0,0,31.8,130,4,3.9,8,-1.4,138-139 same root,1198,NA,,66,100,top 1/3 dead,,0,0
1253,1253,QUCH2,Quercus chrysolepis,SOAP331,297061.5,4100604.5,505,center,8.8,48.2,0,0,11,130,4.5,3,1.9,-1.9,,927,NA,,100,100,,,0,0
1254,1254,QUCH2,Quercus chrysolepis,SOAP63,299808.8,4101029.4,900,center,8.2,320.1,13,3,NA,130,1.4,1.4,1.9,0,2 stems,210,NA,Cone,100,100,,,0,0
1255,1255,QUCH2,Quercus chrysolepis,SOAP299,297495,4100686.2,195,center,7.8,196.1,57,57,NA,130,2.8,2.2,1.6,0,12 stems copice from dead stem,834,NA,Sphere,100,100,,,0,0
1256,1256,QUCH2,Quercus chrysolepis,SOAP255,300153.2,4101369.2,1257,SE,1.9,347.7,0,0,1.3,10,0.7,0.5,1,0,,724,NA,Cone,100,100,,,0,1
1257,1257,QUCH2,Quercus chrysolepis,SOAP1695,299173.7,4100964.6,171,center,5.4,272,0,0,9,130,2.3,1.4,1.5,-1.3,,1230,NA,Cone,100,100,,,0,0
1258,1258,QUCH2,Quercus chrysolepis,SOAP255,300143.1,4101386.2,1315,center,7.9,355.8,0,0,4.7,130,2.6,1.6,2.2,0,,782,NA,,100,100,,,0,0
1259,1259,QUCH2,Quercus chrysolepis,SOAP1695,299172.1,4100960,92,center,8.3,238.1,0,0,26.9,130,5.4,5,6.4,0,,1151,90-94 same root,NA,NA,NA,NA,NA,0,0
1260,1260,QUCH2,Quercus chrysolepis,SOAP1695,299171.6,4100967.5,185,center,8.1,292.8,5,3,NA,130,1,0.5,1.3,0,4 stems,1244,NA,Cone,100,100,,,0,0
1261,1261,QUCH2,Quercus chrysolepis,SOAP331,297053.9,4100596.7,445,center,2.2,208.5,7,4,NA,130,0.9,0.7,0.8,0,,867,NA,,100,100,3 stems,,0,0
1262,1262,QUCH2,Quercus chrysolepis,SOAP1695,299175.6,4100968.2,160,center,5.2,316.7,0,0,14.9,1,4.3,3.3,3.9,-0.6,forks at 40cm,1219,NA,,100,100,,,0,0
1263,1263,QUCH2,Quercus chrysolepis,SOAP1695,299171.6,4100958.7,94,SW,4.5,35.2,0,0,18.6,130,4.8,6,3.6,0,,1153,90-94 same root,NA,NA,NA,NA,NA,0,0
1264,1264,QUCH2,Quercus chrysolepis,SOAP223,299302.9,4101468.9,1013,SE,4.8,349,0,0,2.2,130,1.7,1.5,2.5,0,,692,NA,,100,100,,,0,0
1265,1265,QUCH2,Quercus chrysolepis,SOAP139,297052.6,4100096.4,368,center,4.3,28.4,0,0,7,130,3.2,3.6,2.7,-1.9,,391,NA,,100,100,,,0,0
1266,1266,QUCH2,Quercus chrysolepis,SOAP1515,297514.7,4101249.4,26,SE,4,300.3,1,1,1,10,0.7,0.5,0.6,0,1 stem,1109,NA,Cone,100,100,,,0,0
1267,1267,QUCH2,Quercus chrysolepis,SOAP139,297052.2,4100095.8,369,center,3.6,27.5,0,0,8,130,4.1,3,2.8,-1.4,,392,NA,,100,100,,,0,0
1268,1268,QUCH2,Quercus chrysolepis,SOAP223,299300.2,4101469.9,1004,SE,6.8,328.2,0,0,28.2,130,7.2,6.9,3.7,-3.5,same root burl as 1003 see notes,683,NA,,100,100,,,0,0
1269,1269,QUCH2,Quercus chrysolepis,SOAP63,299813.6,4101025.5,888,center,2.5,348.4,8,5,NA,130,1,0.9,0.9,0,2 stems,198,NA,,100,100,,,0,0
1270,1270,QUCH2,Quercus chrysolepis,SOAP283,297779.8,4101206.5,58,SE,9.6,335.8,14,11,0,0,0.7,1,0.9,0,hemi 45 live,821,fire regen,NA,NA,NA,NA,NA,0,0
1271,1271,QUCH2,Quercus chrysolepis,SOAP1695,299172.5,4100960.2,91,center,7.8,237.7,0,0,6.5,36,3.2,3,2.5,0,,1150,90-94 same root,NA,NA,NA,NA,NA,0,0
1272,1272,QUCH2,Quercus chrysolepis,SOAP1695,299175.9,4100970.1,143,center,6.6,330.9,0,0,5.2,130,2.1,1.3,1.8,-1.5,,1202,NA,,100,100,,,0,0
1273,1273,QUCH2,Quercus chrysolepis,SOAP331,297059.4,4100603.3,535,center,6.5,43.9,0,0,1.2,130,1.3,1.1,2.4,0,,957,NA,,100,100,,,0,0
1274,1274,QUCH2,Quercus chrysolepis,SOAP255,300144.8,4101371.3,1247,center,7.1,171.2,0,0,1.4,10,0.8,0.5,0.8,0,,714,NA,,100,100,,,0,0
1275,1275,QUCH2,Quercus chrysolepis,SOAP223,299299.9,4101468.3,1001,SE,5.7,316.7,0,0,0.6,10,0.4,0.4,0.7,0,,680,NA,Hemisphere,95,100,,,0,0
1276,1276,QUCH2,Quercus chrysolepis,SOAP139,297052.8,4100098.7,361,center,6.5,20.7,0,0,2,130,1.3,1.7,2.3,0,,384,NA,,100,100,,,0,0
1277,1277,QUCH2,Quercus chrysolepis,SOAP1695,299179.3,4100971.5,134,center,7.1,1.8,0,0,1.8,10,1.2,0.7,0.7,0,133 and 134 share root burl,1193,NA,Sphere,100,100,,,0,0
1278,1278,QUCH2,Quercus chrysolepis,SOAP139,297050.5,4100096.6,366,center,4,0.5,0,0,6.2,130,2.2,3.3,4.8,-1.1,,389,NA,,100,100,,,0,0
1279,1279,QUCH2,Quercus chrysolepis,SOAP1695,299178.1,4100969.9,141,center,5.6,349.4,0,0,8.7,130,2.5,2.2,3.6,-0.4,,1200,NA,,100,100,,,0,0
1280,1280,QUCH2,Quercus chrysolepis,SOAP1695,299173.9,4100972.7,153,center,9.8,328,7,3,NA,130,1.6,1.2,1.1,0,3 stems,1212,NA,Sphere,100,100,,,0,0
1281,1281,QUCH2,Quercus chrysolepis,SOAP1695,299177.1,4100972.3,138,center,8.2,345.4,0,0,2.8,10,1.4,1.3,1.4,0,138-139 same root,1197,NA,Cone,40,100,,,0,0
1282,1282,QUCH2,Quercus chrysolepis,SOAP1695,299185,4100973.1,126,NE,4.3,257.4,0,0,14.9,90,5.1,4.5,5.4,-0.4,,1185,NA,,95,100,,,0,0
1283,1283,QUCH2,Quercus chrysolepis,SOAP95,298709.5,4100856.4,720,center,10.2,47.4,6,3,NA,130,0.6,0.5,1.3,0,3 stem,283,NA,,100,100,,,0,0
1284,1284,QUCH2,Quercus chrysolepis,SOAP139,297058.5,4100086.3,333,center,10.2,128.3,60,60,NA,130,1.8,2.7,2.2,0,7 stem copice,356,NA,,100,100,,,0,1
1285,1285,QUCH2,Quercus chrysolepis,SOAP187,297530.9,4100555.3,307,center,6.2,334.4,20,20,NA,130,1.2,1.2,1.5,0,4 stems copice,661,NA,,100,100,,,0,0
1286,1286,QUCH2,Quercus chrysolepis,SOAP95,298708.7,4100852,719,center,7.1,69.5,0,0,0.9,10,0.7,0.5,0.8,0,,282,NA,,100,100,,,0,0
1287,1287,QUCH2,Quercus chrysolepis,SOAP1695,299171.1,4100973.5,155,center,12.1,318.6,18,26,NA,130,2,2,2.1,0,,1214,NA,Sphere,100,100,,,0,0
1288,1288,QUCH2,Quercus chrysolepis,SOAP283,297782.7,4101198.4,52,SE,1.2,300.5,28,32,0,0,1.7,1,1.3,0,sphere 40 live,815,,NA,NA,NA,NA,NA,0,1
1289,1289,QUCH2,Quercus chrysolepis,SOAP1695,299178.8,4100972.5,137,center,8.1,357.7,0,0,1.3,10,0.6,0.6,0.8,0,,1196,NA,Cone,100,100,,,0,0
1290,1290,QUCH2,Quercus chrysolepis,SOAP1695,299179.3,4100971.7,133,center,7.3,1.5,0,0,16.9,130,4.4,4.1,7.1,-0.7,133 and 134 share root burl,1192,NA,,100,100,,,0,0
1291,1291,QUCH2,Quercus chrysolepis,SOAP95,298705.9,4100852.8,718,center,5.1,49.8,6,2,NA,130,0.6,0.3,0.6,0,3 stems,281,NA,,100,100,,,0,0
